IRI Reserved,Reserved by,Date reserved,Associated Issue
https://www.commoncoreontologies.org/ont00000111,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/653
https://www.commoncoreontologies.org/ont00000112,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/654
https://www.commoncoreontologies.org/ont00000113,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/655
https://www.commoncoreontologies.org/ont00000114,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/656
https://www.commoncoreontologies.org/ont00000115,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/657
https://www.commoncoreontologies.org/ont00000116,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/658
https://www.commoncoreontologies.org/ont00000117,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/659
https://www.commoncoreontologies.org/ont00000118,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/660
https://www.commoncoreontologies.org/ont00000119,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/661
https://www.commoncoreontologies.org/ont00000120,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/662
https://www.commoncoreontologies.org/ont00000121,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/663
https://www.commoncoreontologies.org/ont00000122,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/664
https://www.commoncoreontologies.org/ont00000123,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/665
https://www.commoncoreontologies.org/ont00000124,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/666
https://www.commoncoreontologies.org/ont00000125,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/667
https://www.commoncoreontologies.org/ont00000126,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/668
https://www.commoncoreontologies.org/ont00000127,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/669
https://www.commoncoreontologies.org/ont00000128,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/670
https://www.commoncoreontologies.org/ont00000129,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/671
https://www.commoncoreontologies.org/ont00000130,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/672
https://www.commoncoreontologies.org/ont00000131,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/673
https://www.commoncoreontologies.org/ont00000132,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/674
https://www.commoncoreontologies.org/ont00000133,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/675
https://www.commoncoreontologies.org/ont00000134,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/676
https://www.commoncoreontologies.org/ont00000135,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/677
https://www.commoncoreontologies.org/ont00000136,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/678
https://www.commoncoreontologies.org/ont00000137,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/679
https://www.commoncoreontologies.org/ont00000138,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/680
https://www.commoncoreontologies.org/ont00000139,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/681
https://www.commoncoreontologies.org/ont00000140,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/682
https://www.commoncoreontologies.org/ont00000141,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/683
https://www.commoncoreontologies.org/ont00000142,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/684
https://www.commoncoreontologies.org/ont00000143,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/685
https://www.commoncoreontologies.org/ont00000144,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/686
https://www.commoncoreontologies.org/ont00000145,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/687
https://www.commoncoreontologies.org/ont00000146,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/688
https://www.commoncoreontologies.org/ont00000147,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/689
https://www.commoncoreontologies.org/ont00000148,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/690
https://www.commoncoreontologies.org/ont00000149,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/691
